,distance,passenger_count,year,hour,day,fare_amountRF,fare_amountLR,fare_amountDT
40,0.068848741,1,2014,13,5,16.336125,17.93212475,17.45454545
41,0.026499525,1,2014,13,5,10.09114405,9.724291166,10.49935065
42,0.061942625,1,2014,13,5,16.32162399,16.59362873,17.45454545
43,0.021716958,1,2014,13,5,9.377957045,8.797367075,9.454545455
44,0.005754042,1,2014,13,5,5.071285879,5.703544521,4.774456522
45,0.030000157,1,2014,13,5,11.57299918,10.40275968,12.32758621
46,0.010460474,1,2014,13,5,6.612145162,6.615712828,6.72007722
47,0.014453361,1,2014,13,5,8.1615803,7.389586555,7.697115385
48,0.012184265,1,2014,13,5,6.743161034,6.949806119,6.72007722
49,0.007873525,1,2014,13,5,5.530016197,6.114328162,5.28030303
50,0.034747172,1,2014,13,5,12.05099923,11.32279331,12.32758621
51,0.037781067,1,2014,13,5,12.87455554,11.91080207,13.23214286
52,0.063017455,1,2014,13,5,16.36546457,16.8019449,17.45454545
53,0.01034664,1,2014,13,5,6.612145162,6.59365025,6.72007722
54,0.012725003,1,2014,13,5,6.821495992,7.054608265,6.72007722
55,0.047128617,1,2014,13,5,15.15040859,13.7224798,14.91414141
56,0.035532465,1,2014,13,5,12.96491995,11.47499345,13.23214286
57,0.028382605,1,2014,13,5,10.87446647,10.0892568,10.8619403
58,0.039494069,1,2014,13,5,14.6452651,12.24280415,14.76262626
59,0.039055522,1,2014,13,5,14.37059601,12.15780806,14.76262626
60,0.015500997,1,2014,13,5,8.156723622,7.59263217,7.697115385
61,0.023536182,1,2014,13,5,9.847815678,9.149956401,10.49935065
62,0.007083943,1,2014,13,5,5.349832004,5.961296787,5.28030303
63,0.008430378,1,2014,13,5,5.74163581,6.222253536,5.712209302
64,0.014610835,1,2014,13,5,8.1615803,7.420107154,7.697115385
65,0.012877798,1,2014,13,5,6.900758282,7.084221908,6.72007722
66,0.024914238,1,2014,13,5,10.20335417,9.417041761,10.49935065
67,0.009827929,1,2014,13,5,6.047934261,6.493117284,5.712209302
68,0.005466704,1,2014,13,5,5.071285879,5.64785459,4.774456522
69,0.053934072,1,2014,13,5,15.4197213,15.04146617,14.91414141
70,0.014476816,1,2014,13,5,8.1615803,7.394132587,7.697115385
71,0.006880742,1,2014,13,5,5.298304045,5.921913782,5.28030303
72,0.031481644,1,2014,13,5,11.72290007,10.6898912,12.32758621
73,0.013332535,1,2014,13,5,7.021349281,7.172355921,6.987096774
74,0.025587431,1,2014,13,5,10.20008125,9.547515386,10.49935065
75,0.034227682,1,2014,13,5,12.05099923,11.22210941,12.32758621
76,0.190220664,1,2014,13,5,16.37225363,41.45559513,17.45454545
77,0.003517259,1,2014,13,5,5.094588044,5.270026687,4.774456522
78,0.004073624,1,2014,13,5,5.160584077,5.377857379,4.774456522
79,0.00768856,1,2014,13,5,5.530016197,6.078479446,5.28030303
80,0.011492,1,2014,13,5,6.727486967,6.815636024,6.72007722
81,0.012149135,1,2014,13,5,6.743161034,6.942997435,6.72007722
82,0.014906037,1,2014,13,5,8.1615803,7.477321163,7.697115385
83,0.022407559,1,2014,13,5,9.902449823,8.931214518,10.49935065
84,0.057996739,1,2014,13,5,15.40050357,15.82886442,15.61764706
85,0.012423868,1,2014,13,5,6.870878425,6.996244294,6.72007722
86,0.004583524,1,2014,13,5,5.071285879,5.476682701,4.774456522
87,0.012596499,1,2014,13,5,6.804218825,7.029702346,6.72007722
88,0.058171044,1,2014,13,5,15.40050357,15.86264698,15.61764706
89,0.02513487,1,2014,13,5,10.14108709,9.459803153,10.49935065
90,0.024177129,1,2014,13,5,10.08913182,9.274180475,10.49935065
91,0.021464727,1,2014,13,5,9.377957045,8.748481285,9.454545455
92,0.014454153,1,2014,13,5,8.1615803,7.38974003,7.697115385
93,0.012454043,1,2014,13,5,6.774478487,7.00209255,6.72007722
94,0.042604332,1,2014,13,5,15.03095279,12.84561397,14.76262626
95,0.040064191,1,2014,13,5,14.98356092,12.35330136,14.76262626
96,0.028148022,1,2014,13,5,10.96848356,10.04379148,10.8619403
97,0.039028072,1,2014,13,5,14.44604358,12.15248783,14.76262626
98,0.016119656,1,2014,13,5,8.215932654,7.712536391,8.5
99,0.023996911,1,2014,13,5,10.14119425,9.239251683,10.49935065
100,0.031413465,1,2014,13,5,11.72290007,10.6766772,12.32758621
101,0.014569002,1,2014,13,5,8.1615803,7.411999304,7.697115385
102,0.229635364,1,2014,13,5,16.37225363,49.09468091,17.45454545
103,0.012853505,1,2014,13,5,6.900758282,7.079513588,6.72007722
104,0.000226736,1,2014,13,5,6.473574498,4.632280025,4.25
105,0.005205092,1,2014,13,5,5.071285879,5.597150861,4.774456522
106,0.032373281,1,2014,13,5,11.78993753,10.86270222,12.32758621
107,0.02574561,1,2014,13,5,10.20008125,9.578172539,10.49935065
108,0.030373435,1,2014,13,5,11.74340979,10.47510583,12.32758621
109,0.112562664,1,2014,13,5,16.37225363,26.40445629,17.45454545
110,0.121392188,1,2014,13,5,16.37225363,28.11573387,17.45454545
111,0.060726963,1,2014,13,5,16.23260176,16.35801762,17.45454545
112,0.029204071,1,2014,13,5,11.63844069,10.24846773,10.8619403
113,0.023433385,1,2014,13,5,9.802858409,9.130033017,10.49935065
114,0.011251493,1,2014,13,5,6.723992387,6.769022598,6.72007722
115,0.016487964,1,2014,13,5,8.215932654,7.783919323,8.5
116,0.075165187,1,2014,13,5,16.22611228,19.15633469,17.45454545
117,0.028046298,1,2014,13,5,10.96848356,10.0240761,10.8619403
118,0.016256364,1,2014,13,5,8.215932654,7.739032314,8.5
119,0.024410396,1,2014,13,5,10.08913182,9.319390574,10.49935065
120,0.031174049,1,2014,13,5,11.74020668,10.63027516,12.32758621
122,0.023752615,1,2014,13,5,9.845285036,9.191904032,10.49935065
123,0.011828948,1,2014,13,5,6.743161034,6.880940877,6.72007722
124,0.013248506,1,2014,13,5,7.021349281,7.156069907,6.987096774
125,0.007239781,1,2014,13,5,5.453867971,5.991500214,5.28030303
126,0.018122631,1,2014,13,5,8.294595854,8.100739324,8.5
127,0.029590758,1,2014,13,5,11.5816573,10.32341262,12.32758621
128,0.019758465,1,2014,13,5,9.120133657,8.417785286,9.454545455
129,0.05554661,1,2014,13,5,15.87744304,15.35399719,16.42857143
130,0.010412537,1,2014,13,5,6.612145162,6.606421958,6.72007722
131,0.003221436,1,2014,13,5,5.094588044,5.212692255,4.774456522
132,0.014284584,1,2014,13,5,8.159323682,7.356875481,7.697115385
133,0.013137442,1,2014,13,5,7.259557904,7.134544172,6.72007722
134,0.012379193,1,2014,13,5,6.870878425,6.987585738,6.72007722
135,0.006602432,1,2014,13,5,5.298304045,5.867973555,5.28030303
136,0.031062568,1,2014,13,5,11.74020668,10.60866875,12.32758621
137,0.010369497,1,2014,13,5,6.612145162,6.598080183,6.72007722
138,0.072524032,1,2014,13,5,16.22611228,18.64444428,17.45454545
139,0.01736159,1,2014,13,5,8.294595854,7.953239504,8.5
140,0.00716358,1,2014,13,5,5.349832004,5.976731536,5.28030303
141,0.02396984,1,2014,13,5,10.14119425,9.234005141,10.49935065
142,0.017999216,1,2014,13,5,8.294595854,8.07681992,8.5
143,0.007832945,1,2014,13,5,5.530016197,6.106463134,5.28030303
144,0.012321487,1,2014,13,5,6.743161034,6.976401539,6.72007722
145,0.022606229,1,2014,13,5,9.845637329,8.969719365,10.49935065
146,0.030902549,1,2014,13,5,11.60814409,10.57765505,12.32758621
147,0.021398524,1,2014,13,5,9.377957045,8.735650279,9.454545455
148,0.020792346,1,2014,13,5,9.377957045,8.618165131,9.454545455
149,0.010167409,1,2014,13,5,6.54973759,6.558912861,6.72007722
150,0.027819401,1,2014,13,5,11.08035308,9.980100531,10.8619403
151,0.020178282,1,2014,13,5,9.322757007,8.499151322,9.454545455
152,0.011314592,1,2011,9,0,5.541389203,5.915326339,5.659753086
153,0.007144184,1,2011,9,0,4.977096588,5.107046506,4.572989691
154,0.038996125,1,2011,9,0,11.70659715,11.28037042,11.72413793
155,0.01902,1,2011,9,0,7.272831397,7.408735317,7.762983425
156,0.019288768,1,2011,9,0,7.499011213,7.460826187,7.762983425
157,0.074313754,1,2013,0,3,16.13997361,18.56437959,16.65
158,0.037472099,1,2013,0,3,11.33518395,11.42398361,10.52941176
159,0.024049772,1,2009,13,4,8.75121536,7.703692442,8.669741697
160,0.040690369,1,2009,13,4,11.99489617,10.92885827,11.72413793
161,0.0150633,1,2009,13,4,6.28820852,5.961996299,6.153429603
162,0.117213082,1,2010,21,6,15.66028699,26.1239986,15.74822335
163,0.059992837,1,2010,21,6,14.94536638,15.03396457,15.74822335
164,0.007027509,1,2010,21,6,4.736158565,4.768589414,4.572989691
165,0.027838633,1,2010,21,6,8.902813814,8.802058241,9.04368932
166,0.003177993,1,2012,8,0,4.613956103,4.640012593,4.572989691
167,0.071449071,1,2012,8,0,15.89947686,17.8718429,15.74822335
168,0.010708713,1,2013,8,0,6.361959619,6.413811173,6.72007722
169,0.024096795,1,2013,8,0,9.884543644,9.008597115,9.667716535
170,0.021684761,1,2013,8,0,9.18431407,8.541113222,9.454545455
171,0.023981213,1,2011,20,4,8.542985165,8.406959389,8.669741697
172,0.081450934,1,2011,20,4,15.87234545,19.54534505,15.74822335
173,0.016877169,1,2011,20,0,6.610535005,7.131809825,6.988161209
174,0.00266707,1,2011,20,0,4.441214321,4.377706371,4.572989691
175,0.027216446,1,2011,20,0,8.468796529,9.135697354,8.368292683
176,0.013641351,1,2011,20,6,5.875809242,6.35210476,6.153429603
177,0.018789013,1,2011,20,6,7.134254003,7.3497892,7.762983425
178,0.079227081,1,2011,20,6,15.5745718,19.06347931,15.74822335
179,0.023413885,1,2011,20,6,7.768933805,8.246149965,5.9
180,0.054592338,1,2015,15,5,15.49797796,15.50845367,16.42857143
181,0.023037718,1,2015,15,5,9.87076686,9.392754479,10.49935065
182,0.047772789,1,2015,15,5,14.98074764,14.18673556,14.91414141
183,0.024502981,1,2015,15,5,10.0589109,9.676741676,10.49935065
184,0.022872084,1,2013,11,1,9.769173658,8.783546038,9.667716535
185,0.020526491,1,2014,19,4,9.04547827,8.667547544,9.454545455
186,0.020714254,1,2013,18,5,9.115836911,8.351684937,9.454545455
187,0.030743486,1,2013,18,5,11.34314959,10.29548157,12.32758621
188,0.221908352,1,2013,16,3,16.20688083,47.37143285,15.74822335
189,0.016132496,1,2013,16,3,8.110980986,7.489373377,8.5
190,0.021690777,1,2013,14,5,9.219409902,8.490626849,9.454545455
191,0.022851096,1,2013,14,5,9.561195774,8.71551181,10.49935065
192,0.009657603,1,2013,14,5,5.984050764,6.158439924,5.712209302
193,0.011748436,1,2011,13,5,5.783982787,5.922597792,5.659753086
194,0.0140156,1,2011,13,5,6.263646373,6.362003991,6.153429603
195,0.024873772,1,2011,13,5,8.693783445,8.466460001,8.669741697
196,0.014267491,1,2011,16,4,6.285240121,6.473991434,6.153429603
197,0.037126334,1,2011,16,4,10.94577009,10.90433494,11.2008134
198,0.008672693,1,2015,20,5,5.808074216,6.671525647,5.671428571
199,0.019216272,1,2010,23,0,7.161239051,7.308653241,7.762983425
200,0.030628155,1,2010,23,0,8.603669924,9.520425903,9.634782609
201,0.034972112,1,2010,23,0,9.833355976,10.36234166,10.25762712
202,0.002808294,1,2011,15,3,4.595187476,4.265895264,4.572989691
203,0.020432219,1,2011,15,3,8.000800868,7.681643104,7.762983425
204,0.01426938,1,2010,10,0,6.165407801,6.186336863,6.153429603
205,0.010148109,1,2010,10,0,5.330676922,5.387580502,5.659753086
206,0.023957403,1,2010,10,0,8.424466035,8.064002901,8.669741697
207,0.027426524,1,2010,10,0,8.903438033,8.736364088,9.977868852
208,0.020674552,1,2012,16,5,8.088333129,8.004583279,7.762983425
209,0.064734998,1,2012,22,2,15.57033392,16.69583781,15.74822335
210,0.011425261,1,2012,22,2,5.589588706,6.363711675,5.222891566
211,0.053477815,1,2012,2,6,12.32354936,14.16073506,12.29285714
212,0.045710276,1,2012,15,5,12.63688504,12.84425476,12.39781421
213,0.017242375,1,2012,15,5,7.087898057,7.32680208,6.988161209
214,0.037673077,1,2012,15,5,10.85413389,11.28654011,11.2008134
215,0.014300926,1,2012,15,5,6.40534892,6.756710808,6.312941176
216,0.05078658,1,2011,23,6,12.2842849,13.58907824,13.3512
217,0.054363052,1,2011,23,6,13.46798084,14.28224532,13.3512
218,0.049904945,1,2011,23,6,12.25012807,13.41820571,13.3512
219,0.005241765,1,2011,23,6,4.370866493,4.761895706,4.572989691
220,0.044338763,1,2011,23,6,12.23722693,12.33940671,12.39781421
221,0.004510169,1,2011,23,6,4.370866493,4.620102807,4.572989691
222,0.045870496,1,2011,23,6,12.17759961,12.63627659,12.39781421
223,0.123007582,1,2011,23,6,15.43643421,27.58645556,14.54782609
224,0.0363857,1,2011,23,6,9.924928679,10.7979987,10.25762712
225,0.020591387,1,2011,23,6,7.413014219,7.736853661,7.762983425
226,0.017603221,1,2011,23,6,6.584129887,7.15770805,6.402884615
227,0.022808,1,2011,23,6,7.4692763,8.166462461,7.871428571
228,0.011227989,1,2011,23,6,5.41108997,5.92210451,5.222891566
229,0.018675091,1,2011,23,6,6.807801852,7.36545041,6.402884615
230,0.010765492,1,2011,23,6,5.378758692,5.832466421,5.222891566
231,0.028999513,1,2011,23,6,9.037162381,9.366458866,9.04368932
232,0.025593983,1,2011,23,6,8.164320652,8.706422398,8.067307692
233,0.088664135,1,2011,23,6,15.43643421,20.930245,14.54782609
234,0.033838956,1,2011,23,6,9.815855447,10.30440641,10.25762712
235,0.014614913,1,2011,23,6,5.880982799,6.578534718,6.153429603
236,0.0123751,1,2011,23,6,5.507822419,6.144429578,6.153429603
237,0.033190428,1,2011,23,6,9.732639567,10.17871318,9.349056604
238,0.033253917,1,2011,23,6,9.773492725,10.19101823,9.349056604
239,0.03944993,1,2011,23,6,10.63368227,11.39188662,11.72413793
240,0.034949733,1,2011,23,6,10.02546292,10.51968943,10.25762712
241,0.018419241,1,2011,23,6,6.791241964,7.315863313,6.402884615
242,0.013126738,1,2011,23,6,5.547538868,6.290106869,6.153429603
243,0.016892281,1,2011,23,6,6.579156373,7.019918535,6.402884615
244,0.026253435,1,2011,23,6,8.237093263,8.834232848,8.067307692
245,0.053517048,1,2011,23,6,12.69402346,14.11827864,13.3512
246,0.033158315,1,2011,23,6,9.732639567,10.1724892,9.349056604
247,0.112521045,1,2011,23,6,15.43643421,25.55402705,14.54782609
248,0.2434287,1,2011,23,6,15.43643421,50.92564755,14.54782609
249,0.023026643,1,2011,23,6,7.535978974,8.208838203,7.871428571
250,0.032065895,1,2011,23,6,9.338758597,9.960763965,9.349056604
251,0.102735638,1,2011,23,6,15.43643421,23.65748695,14.54782609
252,0.076122493,1,2011,23,6,15.19848955,18.49951044,14.54782609
253,0.02937805,1,2011,23,6,9.139522629,9.439824219,9.04368932
254,0.063817868,1,2011,23,6,14.88200086,16.11471277,14.54782609
255,0.072218142,1,2011,23,6,15.2375945,17.74279588,14.54782609
256,0.022791439,1,2011,23,6,7.438639987,8.16325263,7.871428571
257,0.063571325,1,2011,23,6,14.88200086,16.0669295,14.54782609
258,0.038026997,1,2011,23,6,10.15474393,11.11610363,10.25762712
259,0.081865032,1,2011,23,6,15.43643421,19.6124897,14.54782609
260,0.033191584,1,2011,23,6,9.732639567,10.17893714,9.349056604
261,0.048828171,1,2011,23,6,12.18852696,13.20951283,13.3512
262,0.1512888,1,2011,23,6,15.43643421,33.06772645,14.54782609
263,0.059712092,1,2011,23,6,14.5941265,15.31895945,14.54782609
264,0.06285389,1,2011,23,6,14.88200086,15.92788109,14.54782609
265,0.022494355,1,2011,23,6,7.397868765,8.105673823,7.871428571
266,0.057252404,1,2011,23,6,14.10955143,14.84223961,13.30454545
267,0.077895184,1,2011,23,6,15.43643421,18.84308106,14.54782609
268,0.215188296,1,2011,23,6,15.43643421,45.45228684,14.54782609
269,0.029803997,1,2011,23,6,9.094740466,9.522378311,9.04368932
270,0.003399698,1,2011,23,6,4.300252046,4.404879022,4.572989691
271,0.00659316,1,2011,23,6,4.507209249,5.023813683,4.572989691
272,0.031880479,1,2013,12,3,12.07299654,10.49121784,12.32758621
273,0.029564076,1,2013,12,3,11.58037439,10.04226848,12.32758621
274,0.033411072,1,2013,12,3,12.22298234,10.78786687,12.32758621
275,0.016352036,1,2013,12,3,8.194780693,7.48160192,8.5
276,0.014485578,1,2013,12,3,8.204225017,7.119857869,7.697115385
277,0.057122844,1,2013,3,4,15.11337814,15.24486962,13.75
278,0.017475003,1,2013,3,4,7.05711612,7.560598076,7.021276596
280,0.027428007,1,2013,23,4,10.23388547,9.74122659,9.878378378
281,0.075875751,1,2009,2,3,16.37412698,17.6352905,16.65
282,0.012219788,1,2009,3,3,5.173730203,5.310510223,5.071830986
283,0.082073046,1,2011,22,6,15.70694806,19.64022537,15.74822335
284,0.039264632,1,2011,22,6,11.03444354,11.3433933,11.72413793
285,0.030027047,1,2015,20,0,10.74735337,10.93741386,10.94396552
286,0.030002446,1,2014,8,2,11.91270352,10.4165824,12.32758621
287,0.036962362,1,2014,8,2,13.40618718,11.76550534,13.23214286
288,0.023874956,1,2011,13,3,8.880233523,8.323730139,8.669741697
289,0.009389488,1,2011,13,3,5.40453628,5.516256524,5.547286822
290,0.059688278,1,2011,22,1,14.83260484,15.42889787,15.74822335
291,0.027147191,1,2011,22,1,8.463286301,9.122008585,8.368292683
292,0.02190099,1,2011,22,1,7.524912701,8.105225979,7.762983425
293,0.024520886,1,2013,16,5,9.839352318,9.064299499,10.49935065
294,0.029623457,1,2013,16,5,11.32032612,10.05324478,12.32758621
295,0.009003236,1,2014,9,3,5.628065954,6.333813375,5.712209302
296,0.012513566,1,2014,9,3,6.625885039,7.014161365,6.72007722
297,0.007673761,1,2014,9,3,5.248513885,6.07614384,5.28030303
298,0.133454964,1,2009,16,2,15.99012171,28.99644807,15.74822335
299,0.009028814,1,2009,16,2,5.232516225,4.881028298,5.114457831
300,0.019558164,1,2009,16,2,7.408771166,6.921754316,7.762983425
301,0.202280523,1,2009,16,2,15.99012171,42.33574398,15.74822335
302,0.032311462,1,2009,16,2,10.41855621,9.393510736,11.2008134
303,0.143335996,1,2009,16,2,15.99012171,30.91152149,15.74822335
304,0.017663672,1,2009,16,2,6.940362237,6.554576976,6.988161209
305,0.001994273,1,2009,16,2,5.121885918,3.517641974,5.674074074
306,0.025055134,1,2009,16,2,8.562983424,7.987139244,8.669741697
307,0.0287439,1,2009,16,2,9.214454341,8.702070478,8.368292683
308,0.015787211,1,2009,16,2,6.610389609,6.190894212,6.153429603
309,0.003165682,1,2009,16,2,4.591128209,3.744676437,4.572989691
310,0.006020598,1,2009,16,2,4.765277842,4.297996615,4.572989691
311,0.017756201,1,2009,16,2,6.970408491,6.572510324,6.988161209
312,0.029557913,1,2009,16,2,9.415041617,8.85983699,8.368292683
313,0.008239677,1,2009,16,2,5.072864431,4.728083073,5.114457831
314,0.023153142,1,2009,16,2,8.015472444,7.618508357,7.871428571
315,0.011030088,1,2009,16,2,5.69003577,5.26890137,5.659753086
316,0.017304777,1,2009,16,2,6.83199011,6.485018403,6.988161209
317,0.03122161,1,2009,16,2,10.29370505,9.182283164,11.2008134
319,0.03743283,1,2009,16,2,11.00525061,10.38609906,11.2008134
320,0.013898511,1,2009,16,2,6.178154655,5.82483942,6.153429603
321,0.001461805,1,2009,16,2,6.352468961,3.414442692,5.674074074
322,0.018028325,1,2009,16,2,6.970408491,6.625251543,6.988161209
323,0.021291428,1,2009,16,2,7.827341113,7.257683648,7.762983425
324,0.029554589,1,2009,16,2,9.415041617,8.859192653,8.368292683
325,0.036803376,1,2009,16,2,11.00525061,10.26410269,11.2008134
326,0.023101816,1,2009,16,2,8.015472444,7.60856055,7.871428571
327,0.020591948,1,2009,16,2,7.88576548,7.122115338,7.762983425
328,0.008988402,1,2009,16,2,5.232516225,4.873195876,5.114457831
329,0.179024834,1,2009,16,2,15.99012171,37.82848644,15.74822335
330,0.030681954,1,2009,16,2,9.702051525,9.077690794,9.634782609
331,0.118050809,1,2009,16,2,15.99012171,26.01092065,15.74822335
332,0.018334089,1,2009,16,2,6.991186475,6.684512626,6.988161209
333,0.011191144,1,2009,16,2,5.69003577,5.300116224,5.659753086
334,0.01272076,1,2009,16,2,6.056679824,5.596575747,6.153429603
335,0.015153811,1,2009,16,2,6.364535077,6.068132973,6.153429603
336,0.056170408,1,2009,16,2,14.6769849,14.0176874,15.12368421
337,0.012025409,1,2009,16,2,5.815573157,5.461807586,5.659753086
338,0.110387707,1,2009,16,2,15.99012171,24.52571109,15.74822335
339,0.017112911,1,2009,16,2,6.92291018,6.447832325,6.988161209
340,0.020569158,1,2009,16,2,7.88576548,7.117698312,7.762983425
341,0.075955706,1,2009,16,2,15.87775634,17.85233767,15.74822335
342,0.038511686,1,2009,16,2,11.76722028,10.59519558,11.72413793
343,0.02121442,1,2009,16,2,7.88576548,7.242758531,7.762983425
344,0.037732214,1,2009,16,2,10.94563658,10.44412371,11.2008134
345,0.010002106,1,2009,16,2,5.497575973,5.069665106,5.659753086
346,0.008195718,1,2009,16,2,5.072864431,4.719563378,5.114457831
347,0.008901726,1,2009,16,2,5.188192068,4.856396939,5.114457831
348,0.003153764,1,2009,16,2,4.591128209,3.742366454,4.572989691
349,0.021566418,1,2009,16,2,7.805656457,7.310980263,7.762983425
350,0.02415867,1,2009,16,2,8.683014635,7.813392809,8.669741697
351,0.097464381,1,2009,16,2,15.99012171,22.02100103,15.74822335
352,1.66E-05,1,2009,16,2,4.265938423,3.13433388,5.674074074
353,0.041491735,1,2009,16,2,12.19432517,11.17276817,11.72413793
354,0.007082311,1,2009,16,2,4.914582013,4.503770402,4.572989691
355,0.019619177,1,2009,16,2,7.408771166,6.933579431,7.762983425
356,0.102932526,1,2009,16,2,15.99012171,23.08079911,15.74822335
357,0.007706162,1,2009,16,2,4.905406134,4.624680917,4.572989691
358,0.058332602,1,2009,16,2,14.40274986,14.43674908,15.12368421
359,0.069743225,1,2009,16,2,15.85726501,16.64827744,15.74822335
360,0.005071817,1,2009,16,2,4.726428497,4.114110302,4.572989691
361,0.010499902,1,2009,16,2,5.636401554,5.166144407,5.659753086
362,0.017384729,1,2009,16,2,6.83199011,6.500514103,6.988161209
363,0.01282408,1,2009,16,2,6.056679824,5.616600595,6.153429603
364,0.041379626,1,2009,16,2,12.19432517,11.15103991,11.72413793
365,0.033190932,1,2009,16,2,10.70236706,9.563963583,11.2008134
366,0.011531878,1,2009,16,2,5.927778761,5.366154889,5.659753086
367,0.031116203,1,2009,16,2,10.87876768,9.161853983,11.2008134
368,0.026225942,1,2009,16,2,8.432586479,8.214057216,8.669741697
369,0.039852737,1,2009,16,2,11.89368849,10.85510884,11.72413793
370,0.035568564,1,2009,16,2,10.96689805,10.02477989,11.2008134
371,0.014910089,1,2009,16,2,6.270742795,6.020896412,6.153429603
372,0.037048531,1,2009,16,2,11.00525061,10.31161684,11.2008134
373,0.009236193,1,2009,16,2,5.335919924,4.921221005,5.114457831
374,0.006629024,1,2009,16,2,4.810381235,4.415917578,4.572989691
375,0.007652439,1,2009,16,2,4.905406134,4.614268772,4.572989691
376,0.019482014,1,2009,16,2,7.408771166,6.906995515,7.762983425
377,0.011621499,1,2009,16,2,5.82228469,5.383524599,5.659753086
378,0.015498278,1,2009,16,2,6.446741745,6.134895208,6.153429603
379,0.01764687,1,2009,16,2,6.940362237,6.551320609,6.988161209
380,0.010056344,1,2009,16,2,5.620691915,5.08017712,5.659753086
381,0.016768509,1,2009,16,2,6.769619287,6.381082734,6.988161209
382,0.01776768,1,2009,16,2,6.970408491,6.574735041,6.988161209
383,0.022014478,1,2009,16,2,7.805656457,7.397820186,6.633333333
384,0.01395201,1,2009,16,2,6.178154655,5.835208262,6.153429603
385,0.021889775,1,2009,16,2,7.805656457,7.373651113,7.762983425
386,0.010784433,1,2009,16,2,5.636401554,5.221290236,5.659753086
387,0.018278614,1,2009,16,2,6.991186475,6.673760863,6.988161209
388,0.070572961,1,2009,16,2,16.25357574,16.8090912,15.74822335
389,0.013890963,1,2009,16,2,6.178154655,5.823376588,6.153429603
390,0.019394645,1,2009,16,2,7.408771166,6.890062361,7.762983425
391,0.031133054,1,2009,16,2,10.21736927,9.165119874,11.2008134
392,0.021411676,1,2009,16,2,7.805656457,7.280989311,7.762983425
393,0.018839911,1,2009,16,2,7.311295676,6.782547635,7.762983425
394,0.02767778,1,2009,16,2,8.849316198,8.495442402,8.368292683
395,0.010632752,1,2009,16,2,5.636401554,5.191892442,5.659753086
396,0.068986736,1,2009,16,2,15.85726501,16.50165982,15.74822335
397,0.016789509,1,2009,16,2,6.769619287,6.385152808,6.988161209
398,0.065784648,1,2009,16,2,15.30551616,15.88105324,15.74822335
399,0.0210203,1,2009,16,2,7.88576548,7.205135514,7.762983425
400,0.006931332,1,2013,11,2,5.303214536,5.668592452,5.28030303
